criterion,splitter,max_features,max_depth,min_samples_split,min_samples_leaf,max_leaf_nodes,min_impurity_decrease,ccp_alpha,fitness_score,generation
entropy,best,,26,8,8,6,0.014973944679169607,0.016942052065972765,0.8089924160346695,93
entropy,random,,26,8,7,6,0.014973944679169607,0.016555354390146645,0.792169802028957,93
entropy,best,,27,8,7,7,0.014973944679169607,0.016942052065972765,0.8089727174234216,93
entropy,best,,25,8,7,6,0.014973944679169607,0.016555354390146645,0.8117896188318724,93
entropy,best,,26,8,7,6,0.014973944679169607,0.017966642190252985,0.8019994090416626,94
entropy,best,,25,8,7,6,0.017536407592910995,0.016942052065972765,0.8117896188318724,94
entropy,best,,26,8,7,6,0.014973944679169607,0.012660274875933228,0.8019304639022948,94
entropy,best,log2,26,8,7,6,0.015710783291840252,0.01816001995336776,0.7401654683344824,94
entropy,best,,25,8,7,7,0.014973944679169607,0.016555354390146645,0.8089727174234216,94
gini,random,,25,8,7,6,0.014973944679169607,0.016942052065972765,0.7780852949867034,94
entropy,best,,26,8,6,6,0.014973944679169607,0.016555354390146645,0.8019994090416626,95
entropy,best,,26,8,7,6,0.017536407592910995,0.016942052065972765,0.8117896188318724,95
entropy,best,,25,8,7,6,0.014995460375163491,0.016555354390146645,0.8117896188318724,95
entropy,best,,26,8,7,6,0.017536407592910995,0.019719744304756814,0.8019994090416626,95
entropy,best,,26,8,7,6,0.014973944679169607,0.018562870764658942,0.8019994090416626,95
entropy,best,,25,8,7,6,0.017549158492425238,0.016942052065972765,0.8117896188318724,95
entropy,best,log2,26,9,8,6,0.014973944679169607,0.015613354787636402,0.7401654683344824,95
entropy,best,,24,7,7,6,0.012280407050893841,0.016942052065972765,0.8117896188318724,96
entropy,best,,26,8,7,6,0.01823567991029966,0.016942052065972765,0.8019994090416626,96
gini,best,,27,8,7,6,0.01799598146270078,0.016942052065972765,0.7907613513247316,96
entropy,best,,25,8,7,6,0.021600892020478674,0.016942052065972765,0.8019994090416626,96
entropy,best,,26,7,7,6,0.017536407592910995,0.016942052065972765,0.8117896188318724,96
entropy,best,log2,25,8,7,6,0.017549158492425238,0.016942052065972765,0.7401654683344824,96
entropy,best,,25,8,6,7,0.017806186977954292,0.016942052065972765,0.7991825076332117,96
entropy,random,,26,8,7,7,0.01671169935641814,0.016942052065972765,0.7977740569289866,96
entropy,best,log2,25,8,7,6,0.017536407592910995,0.012690888787011315,0.7401654683344824,97
entropy,best,sqrt,27,7,7,6,0.016117852377949674,0.016942052065972765,0.7134738500935683,97
entropy,best,,26,7,7,6,0.017549158492425238,0.018490098594128555,0.8019994090416626,97
entropy,best,,26,6,7,6,0.014711275982277072,0.01806723485872557,0.8019994090416626,97
entropy,best,,25,8,7,6,0.014818752057963243,0.016942052065972765,0.8117896188318724,97
gini,best,,25,8,7,6,0.017536407592910995,0.016942052065972765,0.7907613513247316,97
entropy,best,,26,7,7,6,0.017549158492425238,0.01660938706709663,0.8117896188318724,97
gini,best,,25,8,7,6,0.014818752057963243,0.016942052065972765,0.7949867034374076,98
entropy,random,sqrt,26,6,7,6,0.014023190176295029,0.016942052065972765,0.6643258150300404,98
entropy,random,,25,8,7,6,0.017549158492425238,0.01660938706709663,0.792169802028957,98
entropy,random,,25,9,7,6,0.014818752057963243,0.016942052065972765,0.792169802028957,98
entropy,best,,26,7,7,5,0.017549158492425238,0.01660938706709663,0.7992022062444597,98
entropy,best,,25,7,7,5,0.014228010833248407,0.016942052065972765,0.7992022062444597,98
entropy,best,,26,6,6,7,0.01474338540205489,0.01660938706709663,0.8089727174234216,98
entropy,best,,26,7,6,6,0.01724694641019342,0.016942052065972765,0.8019994090416626,99
gini,best,,25,8,7,6,0.014818752057963243,0.01660938706709663,0.7949867034374076,99
entropy,best,log2,25,9,7,6,0.014818752057963243,0.016942052065972765,0.7401654683344824,99
entropy,best,,26,7,7,7,0.017549158492425238,0.018431206651779858,0.8019994090416626,99
gini,best,,26,7,7,6,0.014818752057963243,0.020929220968569858,0.7907613513247316,99
entropy,best,,26,8,7,6,0.017418652623934012,0.01660938706709663,0.8117896188318724,99
entropy,best,sqrt,25,8,7,6,0.014818752057963243,0.015970944589281576,0.7134738500935683,99
